Date,Open,High,Low,Close,Adj Close,Volume
2020-06-04,123.871498,125.376999,122.500504,123.029999,123.029999,58974000
2020-06-05,122.225502,124.432503,121.856499,124.150002,124.150002,66128000
2020-06-08,125.010002,126.500000,124.366997,126.203003,126.203003,79414000
2020-06-09,126.472000,131.321503,126.250000,130.042999,130.042999,103520000
2020-06-10,132.250000,136.117493,131.313004,132.372498,132.372498,98920000
2020-06-11,130.175003,133.569000,126.811501,127.898003,127.898003,116002000
2020-06-12,130.060501,131.074005,125.167503,127.250999,127.250999,108722000
2020-06-15,126.330002,129.199997,125.400002,128.634003,128.634003,77302000
2020-06-16,131.000000,131.000000,128.800003,130.763504,130.763504,71712000
2020-06-17,132.375000,132.750000,131.591003,132.048996,132.048996,59186000
2020-06-18,132.350494,132.981995,131.805496,132.699005,132.699005,49756000
2020-06-19,133.904007,134.871506,132.949997,133.750504,133.750504,115540000
2020-06-22,134.225006,135.750000,133.449997,135.690994,135.690994,64176000
2020-06-23,136.300995,139.155502,135.901993,138.220505,138.220505,84634000
2020-06-24,139.000000,139.800003,136.050003,136.720001,136.720001,90532000
2020-06-25,136.977493,137.811493,135.606995,137.729004,137.729004,59374000
2020-06-26,138.753006,139.128494,134.399994,134.643494,134.643494,130016000
2020-06-29,134.500504,134.839996,131.503998,134.018997,134.018997,84468000
2020-06-30,134.253494,138.481506,133.751495,137.940994,137.940994,75394000
2020-07-01,137.899506,144.750000,137.699997,143.934998,143.934998,127268000
2020-07-02,145.600494,147.778000,143.554993,144.514999,144.514999,131868000
2020-07-06,146.748505,152.994003,146.500000,152.852005,152.852005,137612000
2020-07-07,152.927505,153.477493,149.500000,150.005997,150.005997,105150000
2020-07-08,151.130493,154.198502,150.621506,154.055496,154.055496,100752000
2020-07-09,155.799500,159.694000,153.699997,159.131500,159.131500,127774000
2020-07-10,159.587997,160.750000,156.785004,160.000000,160.000000,109720000
2020-07-13,162.552994,167.214493,153.419495,155.199997,155.199997,154408000
2020-07-14,154.449997,156.369003,147.500000,154.199997,154.199997,144638000
2020-07-15,154.011505,154.917496,148.658997,150.443497,150.443497,115778000
2020-07-16,148.552994,151.600006,145.911499,149.994995,149.994995,127884000
2020-07-17,150.449997,151.199997,147.422501,148.098495,148.098495,95226000
2020-07-20,150.009995,160.067993,149.701004,159.841995,159.841995,151964000
2020-07-21,161.624496,162.029007,155.285995,156.914505,156.914505,122426000
2020-07-22,156.250000,157.500000,153.263000,154.995499,154.995499,82084000
2020-07-23,154.913498,154.913498,148.500000,149.327499,149.327499,113138000
2020-07-24,146.500000,151.578995,144.399994,150.445496,150.445496,112648000
2020-07-27,153.100006,154.899994,150.788498,152.760498,152.760498,83410000
2020-07-28,152.713501,153.854507,149.787994,150.016495,150.016495,62534000
2020-07-29,151.549500,151.957993,149.838501,151.676498,151.676498,59482000
2020-07-30,150.699997,154.600006,150.250000,152.593994,152.593994,122566000
2020-07-31,162.199997,162.341003,157.550003,158.233994,158.233994,161710000
2020-08-03,159.025497,159.199997,155.199997,155.594498,155.594498,101494000
